user_id,signup_date,country,acquisition_channel
1561,2025-12-19,UK,Facebook Ads
1562,2025-08-05,USA,Organic
1563,2025-09-09,USA,Google Ads
1564,2026-01-21,USA,Organic
1565,2025-11-15,USA,Referral
1566,2025-03-25,Canada,Google Ads
1567,2025-12-14,UK,Google Ads
1568,2025-10-02,India,Facebook Ads
1569,2025-10-16,Canada,Facebook Ads
1570,2025-02-27,India,Facebook Ads
1571,2025-10-18,UK,Google Ads
1572,2026-01-03,UK,Facebook Ads
1573,2026-01-11,Canada,Referral
1574,2025-07-02,USA,Referral
1575,2026-01-03,UK,Organic
1576,2025-09-25,UK,Facebook Ads
1577,2025-04-18,India,Facebook Ads
1578,2025-09-13,USA,Organic
1579,2026-01-25,UK,Referral
1580,2025-08-06,USA,Google Ads
1581,2025-05-05,Canada,Google Ads
1582,2025-07-12,India,Referral
1583,2025-04-17,India,Facebook Ads
1584,2025-09-05,UK,Referral
1585,2026-01-24,India,Referral
1586,2025-08-11,Canada,Referral
1587,2025-08-16,UK,Google Ads
1588,2025-07-09,India,Referral
1589,2025-02-18,UK,Referral
1590,2025-07-03,India,Google Ads
1591,2025-11-07,USA,Referral
1592,2025-03-08,USA,Referral
1593,2025-08-31,USA,Organic
1594,2025-12-18,USA,Google Ads
1595,2025-08-03,UK,Google Ads
1596,2025-12-19,USA,Google Ads
1597,2025-03-14,USA,Facebook Ads
1598,2025-11-16,USA,Referral
1599,2026-01-04,Canada,Facebook Ads
1600,2026-02-11,Canada,Facebook Ads
1601,2025-10-07,Canada,Facebook Ads
1602,2025-06-27,India,Facebook Ads
1603,2025-07-29,USA,Facebook Ads
1604,2025-02-19,India,Facebook Ads
1605,2025-05-02,Canada,Referral
1606,2025-05-14,USA,Google Ads
1607,2025-03-17,India,Facebook Ads
1608,2025-07-22,Canada,Organic
1609,2025-09-24,Canada,Google Ads
1610,2025-05-07,Canada,Facebook Ads
1611,2025-04-04,Canada,Google Ads
1612,2025-03-17,Canada,Referral
1613,2025-04-25,Canada,Organic
1614,2025-12-26,Canada,Organic
1615,2025-12-05,UK,Google Ads
1616,2025-07-08,Canada,Organic
1617,2025-04-30,Canada,Facebook Ads
1618,2025-03-20,India,Organic
1619,2026-01-12,India,Google Ads
1620,2026-01-30,UK,Google Ads
1621,2025-06-09,USA,Referral
1622,2025-12-10,USA,Organic
1623,2025-11-07,UK,Google Ads
1624,2025-10-25,USA,Referral
1625,2025-02-15,USA,Google Ads
1626,2025-11-09,Canada,Referral
1627,2025-05-04,UK,Google Ads
1628,2025-05-28,UK,Facebook Ads
1629,2025-06-17,USA,Referral
1630,2026-01-10,Canada,Google Ads
1631,2025-12-30,USA,Organic
1632,2025-03-11,India,Organic
1633,2025-05-10,India,Referral
1634,2026-02-04,USA,Google Ads
1635,2025-10-05,India,Google Ads
1636,2025-08-11,India,Google Ads
1637,2025-08-09,Canada,Organic
1638,2025-06-29,Canada,Facebook Ads
1639,2026-01-01,India,Google Ads
1640,2025-09-03,USA,Organic
1641,2025-04-18,India,Facebook Ads
1642,2025-07-02,India,Google Ads
1643,2025-10-10,Canada,Organic
1644,2025-12-30,USA,Referral
1645,2025-06-27,UK,Google Ads
1646,2025-02-15,India,Google Ads
1647,2025-08-17,UK,Google Ads
1648,2025-07-04,USA,Referral
1649,2025-11-02,Canada,Facebook Ads
1650,2025-10-29,India,Referral
1651,2025-06-13,India,Referral
1652,2025-03-21,UK,Google Ads
1653,2025-10-09,Canada,Organic
1654,2025-05-04,USA,Referral
1655,2025-06-24,USA,Google Ads
1656,2025-12-12,India,Referral
1657,2025-11-15,India,Google Ads
1658,2025-08-13,UK,Google Ads
1659,2025-05-06,India,Referral
1660,2025-09-15,Canada,Referral
1661,2025-06-07,UK,Organic
1662,2025-10-07,USA,Referral
1663,2026-01-04,USA,Google Ads
1664,2025-11-02,UK,Google Ads
1665,2025-03-11,UK,Referral
1666,2026-01-22,Canada,Referral
1667,2025-11-15,USA,Google Ads
1668,2025-10-06,Canada,Facebook Ads
1669,2025-05-26,USA,Organic
1670,2025-10-17,India,Referral
1671,2025-05-29,Canada,Google Ads
1672,2026-01-28,UK,Facebook Ads
1673,2025-12-06,Canada,Facebook Ads
1674,2025-07-10,India,Facebook Ads
1675,2025-08-24,India,Google Ads
1676,2025-11-09,Canada,Google Ads
1677,2025-07-30,UK,Referral
1678,2025-04-25,UK,Google Ads
1679,2026-01-27,UK,Facebook Ads
1680,2025-05-07,USA,Organic
1681,2025-10-18,UK,Facebook Ads
1682,2025-05-15,USA,Google Ads
1683,2025-12-22,USA,Referral
1684,2025-05-11,India,Organic
1685,2026-02-10,USA,Facebook Ads
1686,2026-02-05,India,Facebook Ads
1687,2025-08-03,Canada,Facebook Ads
1688,2025-11-29,UK,Referral
1689,2025-12-20,India,Referral
1690,2025-09-17,Canada,Facebook Ads
1691,2025-08-03,India,Facebook Ads
1692,2025-10-30,Canada,Facebook Ads
1693,2025-03-10,India,Organic
1694,2025-10-22,UK,Organic
1695,2025-10-14,Canada,Google Ads
1696,2025-11-25,Canada,Organic
1697,2025-03-15,UK,Organic
1698,2025-10-31,UK,Facebook Ads
1699,2025-06-01,India,Google Ads
1700,2025-03-06,India,Google Ads
1701,2025-10-20,UK,Facebook Ads
1702,2026-01-10,India,Google Ads
1703,2025-08-06,UK,Google Ads
1704,2026-01-21,USA,Referral
1705,2025-12-18,Canada,Facebook Ads
1706,2025-12-19,UK,Google Ads
1707,2026-01-02,Canada,Google Ads
1708,2025-10-15,India,Google Ads
1709,2025-09-18,UK,Google Ads
1710,2025-07-21,India,Facebook Ads
1711,2025-02-19,USA,Facebook Ads
1712,2025-05-27,Canada,Organic
1713,2026-02-01,India,Organic
1714,2025-12-12,UK,Facebook Ads
1715,2025-08-23,USA,Referral
1716,2025-02-16,Canada,Facebook Ads
1717,2025-05-26,India,Facebook Ads
1718,2025-09-10,India,Organic
1719,2025-04-23,Canada,Google Ads
1720,2025-08-10,India,Organic
1721,2025-12-10,UK,Organic
1722,2026-02-09,USA,Organic
1723,2025-11-04,USA,Google Ads
1724,2026-01-05,UK,Referral
1725,2025-07-24,India,Referral
1726,2026-01-05,India,Google Ads
1727,2025-11-20,India,Referral
1728,2025-03-28,UK,Organic
1729,2025-09-11,UK,Google Ads
1730,2025-11-05,Canada,Google Ads
1731,2025-02-19,UK,Facebook Ads
1732,2026-01-08,USA,Facebook Ads
1733,2025-12-01,UK,Facebook Ads
1734,2025-08-16,USA,Facebook Ads
1735,2025-07-08,India,Facebook Ads
1736,2025-07-19,USA,Organic
1737,2025-05-12,UK,Facebook Ads
1738,2025-07-12,India,Google Ads
1739,2025-09-03,UK,Facebook Ads
1740,2025-08-18,Canada,Referral
1741,2025-06-24,Canada,Organic
1742,2025-10-21,India,Facebook Ads
1743,2025-07-19,USA,Organic
1744,2026-02-07,India,Referral
1745,2025-06-28,India,Google Ads
1746,2025-11-13,Canada,Facebook Ads
1747,2025-08-29,USA,Facebook Ads
1748,2025-07-27,India,Organic
1749,2025-10-24,India,Organic
1750,2025-09-27,India,Facebook Ads
1751,2025-10-27,USA,Referral
1752,2025-09-13,UK,Referral
1753,2025-05-11,USA,Google Ads
1754,2025-06-11,UK,Facebook Ads
1755,2025-05-03,USA,Organic
1756,2025-10-09,USA,Referral
1757,2026-01-27,UK,Organic
1758,2025-07-12,India,Facebook Ads
1759,2025-05-04,USA,Google Ads
1760,2025-05-03,Canada,Organic
1761,2025-08-18,India,Referral
1762,2025-08-06,Canada,Referral
1763,2025-11-30,USA,Organic
1764,2025-08-06,Canada,Organic
1765,2025-07-30,Canada,Facebook Ads
1766,2025-07-17,UK,Facebook Ads
1767,2025-02-25,India,Referral
1768,2025-09-26,UK,Referral
1769,2025-12-03,India,Facebook Ads
1770,2025-12-02,Canada,Referral
1771,2025-09-28,Canada,Referral
1772,2026-01-04,Canada,Facebook Ads
1773,2025-11-22,USA,Google Ads
1774,2025-11-24,USA,Organic
1775,2025-11-17,India,Referral
1776,2026-01-21,India,Google Ads
1777,2025-06-01,UK,Google Ads
1778,2025-03-25,UK,Organic
1779,2025-09-06,India,Organic
1780,2025-05-07,India,Organic
1781,2025-05-14,Canada,Organic
1782,2025-05-06,India,Google Ads
1783,2025-04-30,India,Organic
1784,2026-02-11,Canada,Organic
1785,2025-07-01,UK,Referral
1786,2025-08-30,UK,Facebook Ads
1787,2025-07-22,Canada,Facebook Ads
1788,2025-03-09,UK,Facebook Ads
1789,2025-03-04,USA,Organic
1790,2025-08-14,USA,Google Ads
1791,2025-09-06,USA,Referral
1792,2025-11-06,UK,Referral
1793,2025-03-23,Canada,Referral
1794,2025-06-25,USA,Facebook Ads
1795,2025-11-02,India,Organic
1796,2025-08-11,India,Facebook Ads
1797,2025-03-28,India,Facebook Ads
1798,2025-11-03,Canada,Facebook Ads
1799,2025-06-10,USA,Facebook Ads
1800,2026-01-06,India,Referral
1801,2025-11-14,India,Referral
1802,2025-06-08,UK,Referral
1803,2025-05-08,Canada,Google Ads
1804,2025-06-25,USA,Referral
1805,2025-06-05,UK,Facebook Ads
1806,2025-05-30,USA,Facebook Ads
1807,2026-01-15,Canada,Organic
1808,2026-01-02,UK,Organic
1809,2025-12-15,UK,Referral
1810,2026-01-06,Canada,Referral
1811,2025-10-02,India,Organic
1812,2025-03-07,Canada,Referral
1813,2025-10-08,USA,Google Ads
1814,2025-11-18,UK,Facebook Ads
1815,2025-10-28,India,Facebook Ads
1816,2025-08-24,India,Referral
1817,2025-06-16,India,Referral
1818,2025-04-07,UK,Facebook Ads
1819,2026-02-06,UK,Google Ads
1820,2026-01-29,India,Google Ads
1821,2025-09-17,India,Organic
1822,2026-01-22,Canada,Referral
1823,2026-02-10,India,Organic
1824,2026-02-10,USA,Google Ads
1825,2025-02-15,USA,Google Ads
1826,2025-02-13,USA,Facebook Ads
1827,2025-07-20,USA,Facebook Ads
1828,2025-08-25,UK,Facebook Ads
1829,2025-04-21,UK,Referral
1830,2025-05-14,USA,Organic
1831,2025-09-08,Canada,Referral
1832,2025-08-15,India,Google Ads
1833,2025-07-28,UK,Google Ads
1834,2025-03-02,USA,Referral
1835,2025-04-10,UK,Facebook Ads
1836,2025-11-22,Canada,Google Ads
1837,2025-12-02,Canada,Facebook Ads
1838,2025-12-04,UK,Facebook Ads
1839,2025-05-01,USA,Google Ads
1840,2025-12-18,Canada,Google Ads
1841,2026-01-12,India,Organic
1842,2026-01-25,USA,Organic
1843,2025-09-08,USA,Referral
1844,2025-08-30,Canada,Organic
1845,2025-11-02,UK,Google Ads
1846,2025-05-23,Canada,Facebook Ads
1847,2025-12-28,USA,Facebook Ads
1848,2025-10-06,India,Facebook Ads
1849,2025-10-28,USA,Referral
1850,2025-10-12,UK,Referral
1851,2026-01-23,India,Google Ads
1852,2025-08-15,Canada,Organic
1853,2025-03-14,UK,Google Ads
1854,2025-06-30,UK,Google Ads
1855,2025-07-30,India,Google Ads
1856,2025-04-23,Canada,Google Ads
1857,2025-05-05,USA,Facebook Ads
1858,2025-06-29,USA,Facebook Ads
1859,2025-05-04,India,Referral
1860,2025-04-27,Canada,Referral
1861,2025-05-19,Canada,Organic
1862,2026-02-09,India,Referral
1863,2025-10-25,UK,Referral
1864,2025-08-20,USA,Google Ads
1865,2025-07-06,USA,Facebook Ads
1866,2026-01-11,USA,Referral
1867,2025-04-17,USA,Organic
1868,2025-10-10,USA,Organic
1869,2025-11-09,UK,Google Ads
1870,2025-08-03,UK,Facebook Ads
1871,2025-08-02,USA,Organic
1872,2025-06-05,Canada,Organic
1873,2025-09-09,UK,Referral
1874,2025-04-07,Canada,Referral
1875,2025-07-24,UK,Google Ads
1876,2025-04-24,Canada,Referral
1877,2025-06-06,USA,Facebook Ads
1878,2025-10-02,USA,Facebook Ads
1879,2025-05-11,India,Referral
1880,2025-03-10,UK,Facebook Ads
1881,2025-08-18,India,Facebook Ads
1882,2025-05-23,India,Facebook Ads
1883,2026-01-16,Canada,Referral
1884,2026-02-01,UK,Referral
1885,2025-09-17,UK,Referral
1886,2025-06-19,Canada,Google Ads
1887,2025-11-06,USA,Google Ads
1888,2025-06-18,Canada,Google Ads
1889,2025-05-15,India,Google Ads
1890,2025-06-09,UK,Referral
1891,2025-04-08,UK,Referral
1892,2025-10-21,Canada,Google Ads
1893,2025-08-11,USA,Facebook Ads
1894,2025-11-12,UK,Facebook Ads
1895,2025-03-21,USA,Organic
1896,2025-02-21,UK,Organic
1897,2025-10-22,Canada,Google Ads
1898,2026-02-01,India,Facebook Ads
1899,2025-07-09,UK,Organic
1900,2025-05-15,USA,Referral
1901,2025-07-28,UK,Organic
1902,2026-01-01,Canada,Google Ads
1903,2025-12-26,UK,Facebook Ads
1904,2025-10-18,UK,Organic
1905,2026-02-04,USA,Facebook Ads
1906,2026-01-06,UK,Google Ads
1907,2025-05-14,Canada,Referral
1908,2025-08-05,Canada,Facebook Ads
1909,2025-08-16,USA,Referral
1910,2025-09-26,India,Referral
1911,2025-07-04,UK,Facebook Ads
1912,2025-10-24,India,Facebook Ads
1913,2025-07-26,UK,Organic
1914,2025-04-16,UK,Organic
1915,2025-05-25,Canada,Referral
1916,2025-11-07,Canada,Google Ads
1917,2025-08-13,USA,Google Ads
1918,2025-03-25,Canada,Referral
1919,2026-01-15,Canada,Facebook Ads
1920,2025-02-17,USA,Referral
1921,2025-08-16,USA,Facebook Ads
1922,2025-05-30,UK,Referral
1923,2025-11-19,India,Facebook Ads
1924,2025-09-05,Canada,Organic
1925,2025-04-11,UK,Facebook Ads
1926,2025-10-05,UK,Referral
1927,2025-10-17,USA,Google Ads
1928,2025-12-22,Canada,Facebook Ads
1929,2025-12-17,UK,Organic
1930,2026-01-28,USA,Facebook Ads
1931,2025-07-13,UK,Facebook Ads
1932,2025-09-10,USA,Organic
1933,2025-12-28,UK,Google Ads
1934,2025-11-05,UK,Facebook Ads
1935,2025-12-06,UK,Organic
1936,2025-03-17,India,Organic
1937,2025-12-02,Canada,Organic
1938,2026-01-22,India,Facebook Ads
1939,2025-07-07,USA,Google Ads
1940,2025-10-21,Canada,Google Ads
1941,2025-03-23,India,Facebook Ads
1942,2025-12-16,UK,Google Ads
1943,2025-04-09,USA,Google Ads
1944,2025-11-01,Canada,Google Ads
1945,2025-06-12,Canada,Referral
1946,2026-01-28,USA,Referral
1947,2025-03-07,UK,Google Ads
1948,2025-07-14,Canada,Facebook Ads
1949,2026-01-29,UK,Referral
1950,2025-08-29,Canada,Organic
1951,2025-07-11,USA,Google Ads
1952,2026-01-11,India,Google Ads
1953,2025-04-28,Canada,Organic
1954,2025-06-13,UK,Facebook Ads
1955,2026-01-16,India,Organic
1956,2025-04-08,USA,Google Ads
1957,2025-12-22,USA,Referral
1958,2025-09-30,India,Referral
1959,2026-01-13,India,Google Ads
1960,2025-06-13,India,Referral
1961,2025-10-22,UK,Referral
1962,2025-12-09,Canada,Google Ads
1963,2026-02-03,UK,Organic
1964,2025-09-26,USA,Facebook Ads
1965,2025-08-25,Canada,Referral
1966,2025-07-27,USA,Referral
1967,2025-04-18,Canada,Referral
1968,2025-12-02,USA,Referral
1969,2025-12-04,UK,Facebook Ads
1970,2026-01-11,UK,Organic
1971,2025-08-03,Canada,Organic
1972,2025-08-07,UK,Facebook Ads
1973,2025-07-10,Canada,Google Ads
1974,2025-11-28,USA,Facebook Ads
1975,2025-03-06,India,Referral
1976,2025-04-29,USA,Facebook Ads
1977,2025-10-12,India,Facebook Ads
1978,2025-08-08,Canada,Facebook Ads
1979,2025-03-19,Canada,Google Ads
1980,2025-08-29,UK,Organic
1981,2025-05-08,USA,Referral
1982,2025-07-16,USA,Referral
1983,2025-11-12,UK,Referral
1984,2025-02-13,USA,Referral
1985,2025-10-18,USA,Google Ads
1986,2025-08-05,India,Referral
1987,2025-07-15,Canada,Google Ads
1988,2025-11-17,Canada,Organic
1989,2025-04-09,UK,Referral
1990,2025-02-16,India,Google Ads
1991,2025-06-21,Canada,Organic
1992,2025-10-08,India,Google Ads
1993,2025-09-09,USA,Google Ads
1994,2025-03-19,UK,Organic
1995,2025-04-22,UK,Google Ads
1996,2025-11-11,USA,Organic
1997,2025-07-10,UK,Facebook Ads
1998,2025-10-11,USA,Google Ads
1999,2025-07-28,Canada,Organic
2000,2025-04-05,India,Facebook Ads
2001,2025-05-16,Canada,Facebook Ads
2002,2025-04-24,India,Facebook Ads
2003,2025-03-07,UK,Referral
2004,2025-11-01,USA,Facebook Ads
2005,2025-04-01,USA,Organic
2006,2025-10-11,Canada,Facebook Ads
2007,2025-12-29,UK,Referral
2008,2025-05-01,India,Organic
2009,2025-04-25,Canada,Referral
2010,2026-01-09,UK,Organic
2011,2025-12-07,India,Google Ads
2012,2025-08-03,Canada,Facebook Ads
2013,2025-12-16,USA,Google Ads
2014,2025-02-19,UK,Organic
2015,2025-05-07,Canada,Google Ads
2016,2025-07-25,USA,Facebook Ads
2017,2025-02-18,Canada,Google Ads
2018,2025-04-08,USA,Google Ads
2019,2025-06-04,UK,Referral
2020,2025-06-15,India,Organic
2021,2025-09-23,India,Referral
2022,2025-12-26,India,Referral
2023,2025-12-01,UK,Organic
2024,2025-07-16,Canada,Organic
2025,2025-09-02,India,Google Ads
2026,2025-03-10,India,Facebook Ads
2027,2025-11-18,USA,Organic
2028,2025-10-04,USA,Facebook Ads
2029,2025-08-02,India,Organic
2030,2025-03-26,Canada,Referral
2031,2025-08-12,India,Organic
2032,2025-08-01,USA,Facebook Ads
2033,2025-03-06,UK,Google Ads
2034,2025-06-01,UK,Referral
2035,2025-05-28,UK,Facebook Ads
2036,2025-11-21,Canada,Facebook Ads
2037,2025-08-12,USA,Google Ads
2038,2025-08-03,Canada,Organic
2039,2025-08-28,Canada,Referral
2040,2025-12-21,UK,Facebook Ads
2041,2026-01-11,India,Google Ads
2042,2025-04-04,India,Organic
2043,2026-01-13,India,Organic
2044,2025-05-30,India,Google Ads
2045,2025-07-26,UK,Facebook Ads
2046,2025-04-30,Canada,Facebook Ads
2047,2025-02-14,Canada,Organic
2048,2025-07-08,India,Referral
2049,2025-09-17,Canada,Facebook Ads
2050,2025-03-27,USA,Google Ads
2051,2025-02-14,India,Referral
2052,2025-09-07,India,Google Ads
2053,2025-10-29,Canada,Referral
2054,2025-12-31,USA,Google Ads
2055,2025-03-24,USA,Referral
2056,2025-04-19,USA,Referral
2057,2025-10-02,USA,Referral
2058,2025-10-29,UK,Organic
2059,2025-07-19,UK,Google Ads
2060,2025-05-26,India,Organic
2061,2026-01-18,USA,Facebook Ads
2062,2025-03-03,Canada,Facebook Ads
2063,2025-10-06,UK,Facebook Ads
2064,2025-04-02,USA,Facebook Ads
2065,2025-04-14,UK,Facebook Ads
2066,2025-06-16,Canada,Referral
2067,2025-04-30,USA,Google Ads
2068,2025-12-04,UK,Facebook Ads
2069,2025-04-04,Canada,Organic
2070,2025-07-25,USA,Referral
2071,2025-02-16,USA,Organic
2072,2025-04-13,Canada,Referral
2073,2025-07-28,Canada,Organic
2074,2025-07-13,India,Google Ads
2075,2026-02-05,Canada,Referral
2076,2025-12-02,USA,Google Ads
2077,2025-11-28,USA,Facebook Ads
2078,2025-06-25,UK,Google Ads
2079,2025-09-05,India,Google Ads
2080,2025-06-12,Canada,Google Ads
2081,2025-10-21,USA,Referral
2082,2025-11-29,USA,Google Ads
2083,2025-04-02,UK,Organic
2084,2025-10-24,USA,Organic
2085,2026-02-05,India,Facebook Ads
2086,2026-01-19,USA,Facebook Ads
2087,2025-11-22,USA,Organic
2088,2025-10-18,India,Referral
2089,2025-03-29,Canada,Referral
2090,2025-09-10,UK,Organic
2091,2025-11-22,Canada,Google Ads
2092,2025-07-18,UK,Organic
2093,2025-04-03,India,Google Ads
2094,2026-01-23,USA,Organic
2095,2025-08-04,India,Facebook Ads
2096,2025-07-22,Canada,Google Ads
2097,2025-11-28,UK,Organic
2098,2026-01-12,USA,Organic
2099,2026-01-27,USA,Facebook Ads
2100,2025-07-15,USA,Referral
2101,2025-08-12,Canada,Google Ads
2102,2025-12-29,India,Google Ads
2103,2025-02-25,Canada,Facebook Ads
2104,2025-11-03,India,Facebook Ads
2105,2025-12-13,Canada,Facebook Ads
2106,2026-01-17,UK,Organic
2107,2025-10-13,UK,Google Ads
2108,2025-07-12,India,Referral
2109,2025-12-10,UK,Facebook Ads
2110,2025-07-31,UK,Facebook Ads
2111,2025-03-29,India,Google Ads
2112,2025-08-25,UK,Google Ads
2113,2025-11-14,India,Organic
2114,2025-12-05,Canada,Referral
2115,2025-03-15,UK,Facebook Ads
2116,2025-10-31,USA,Referral
2117,2025-07-28,USA,Organic
2118,2025-07-04,UK,Referral
2119,2026-01-15,India,Referral
2120,2025-08-02,USA,Google Ads
2121,2025-06-03,Canada,Referral
2122,2025-03-23,Canada,Referral
2123,2025-05-12,USA,Google Ads
2124,2025-09-13,Canada,Google Ads
2125,2025-12-10,India,Organic
2126,2025-04-30,USA,Referral
2127,2025-11-05,Canada,Facebook Ads
2128,2025-04-20,USA,Referral
2129,2025-03-14,India,Referral
2130,2025-05-12,UK,Facebook Ads
2131,2025-07-29,UK,Google Ads
2132,2026-01-07,USA,Referral
2133,2026-01-01,UK,Google Ads
2134,2025-09-24,India,Facebook Ads
2135,2025-04-22,Canada,Organic
2136,2025-06-21,Canada,Organic
2137,2026-01-04,UK,Referral
2138,2025-09-28,Canada,Google Ads
2139,2025-08-03,USA,Organic
2140,2026-01-23,UK,Organic
2141,2025-09-30,USA,Facebook Ads
2142,2025-06-05,India,Organic
2143,2025-08-26,UK,Google Ads
2144,2025-05-01,Canada,Facebook Ads
2145,2026-02-02,India,Facebook Ads
2146,2025-12-22,UK,Organic
2147,2025-04-16,USA,Facebook Ads
2148,2025-08-24,Canada,Facebook Ads
2149,2026-01-17,UK,Organic
2150,2025-10-26,UK,Google Ads
2151,2025-06-08,Canada,Facebook Ads
2152,2025-11-17,USA,Facebook Ads
2153,2025-04-25,India,Google Ads
2154,2026-02-08,India,Organic
2155,2025-09-01,USA,Facebook Ads
2156,2025-10-17,Canada,Organic
2157,2025-05-25,India,Referral
2158,2025-06-29,USA,Google Ads
2159,2025-09-17,India,Google Ads
2160,2025-11-16,UK,Organic
2161,2025-05-19,USA,Google Ads
2162,2025-05-20,Canada,Google Ads
2163,2025-05-10,India,Organic
2164,2025-11-30,UK,Facebook Ads
2165,2025-05-01,USA,Referral
2166,2025-04-03,India,Referral
2167,2025-09-23,UK,Facebook Ads
2168,2025-04-01,UK,Google Ads
2169,2025-06-07,USA,Google Ads
2170,2025-11-20,India,Facebook Ads
2171,2025-12-29,USA,Referral
2172,2025-07-06,Canada,Organic
2173,2025-07-22,UK,Organic
2174,2025-11-07,UK,Google Ads
2175,2025-12-01,India,Organic
2176,2025-03-19,UK,Facebook Ads
2177,2025-09-29,Canada,Organic
2178,2025-08-05,UK,Google Ads
2179,2025-08-16,India,Referral
2180,2025-02-25,UK,Google Ads
2181,2025-10-25,Canada,Organic
2182,2025-03-18,UK,Facebook Ads
2183,2025-09-26,USA,Organic
2184,2025-04-24,UK,Facebook Ads
2185,2025-05-06,USA,Google Ads
2186,2025-11-29,Canada,Referral
2187,2025-06-24,UK,Organic
2188,2026-02-11,UK,Referral
2189,2025-09-15,Canada,Google Ads
2190,2025-09-15,Canada,Facebook Ads
2191,2025-07-15,UK,Google Ads
2192,2025-09-17,USA,Google Ads
2193,2025-05-14,UK,Organic
2194,2025-04-03,Canada,Google Ads
2195,2025-12-07,USA,Referral
2196,2025-07-28,Canada,Facebook Ads
2197,2025-07-20,UK,Google Ads
2198,2026-01-25,India,Facebook Ads
2199,2025-06-04,USA,Facebook Ads
2200,2025-03-31,India,Organic
2201,2025-11-23,India,Facebook Ads
2202,2025-11-28,UK,Referral
2203,2025-04-16,UK,Organic
2204,2025-06-12,Canada,Referral
2205,2026-02-05,India,Organic
2206,2025-06-15,India,Referral
2207,2025-11-28,UK,Facebook Ads
2208,2025-11-14,UK,Organic
2209,2025-03-15,Canada,Facebook Ads
2210,2026-01-01,USA,Google Ads
2211,2025-03-08,India,Facebook Ads
2212,2025-04-19,Canada,Organic
2213,2025-12-18,UK,Google Ads
2214,2026-01-23,USA,Referral
2215,2026-01-07,India,Organic
2216,2025-09-23,Canada,Google Ads
2217,2025-06-24,UK,Organic
2218,2025-08-04,USA,Organic
2219,2026-01-17,Canada,Facebook Ads
2220,2025-08-31,UK,Google Ads
2221,2026-01-20,UK,Google Ads
2222,2025-09-14,UK,Facebook Ads
2223,2025-09-03,USA,Facebook Ads
2224,2025-06-26,Canada,Organic
2225,2026-01-11,UK,Google Ads
2226,2025-07-19,UK,Organic
2227,2025-06-15,UK,Google Ads
2228,2025-09-12,UK,Organic
2229,2025-05-06,India,Facebook Ads
2230,2025-03-22,Canada,Referral
2231,2025-02-19,UK,Google Ads
2232,2025-07-04,UK,Organic
2233,2025-09-30,India,Organic
2234,2025-02-27,UK,Organic
2235,2025-02-21,Canada,Referral
2236,2025-02-25,Canada,Organic
2237,2025-08-20,Canada,Organic
2238,2025-11-01,USA,Organic
2239,2025-05-07,Canada,Google Ads
2240,2025-11-11,Canada,Organic
2241,2025-05-09,India,Facebook Ads
2242,2025-04-24,Canada,Referral
2243,2025-06-02,UK,Facebook Ads
2244,2025-04-03,Canada,Facebook Ads
2245,2025-09-28,UK,Google Ads
2246,2025-04-13,USA,Organic
2247,2025-12-20,UK,Facebook Ads
2248,2025-10-09,India,Organic
2249,2025-09-21,India,Organic
2250,2025-05-28,India,Facebook Ads
2251,2025-05-13,USA,Organic
2252,2025-04-19,Canada,Google Ads
2253,2026-01-10,UK,Google Ads
2254,2026-01-04,USA,Google Ads
2255,2025-08-09,India,Referral
2256,2025-05-02,USA,Referral
2257,2025-04-06,Canada,Facebook Ads
2258,2025-10-16,India,Referral
2259,2025-03-22,India,Facebook Ads
2260,2025-12-06,USA,Facebook Ads
2261,2025-10-26,USA,Facebook Ads
2262,2025-11-14,Canada,Google Ads
2263,2025-03-12,USA,Referral
2264,2025-11-12,UK,Facebook Ads
2265,2026-01-31,USA,Referral
2266,2025-12-08,India,Google Ads
2267,2025-07-31,Canada,Facebook Ads
2268,2025-10-14,India,Google Ads
2269,2025-11-17,Canada,Referral
2270,2025-08-12,Canada,Referral
2271,2025-04-01,Canada,Organic
2272,2025-09-05,Canada,Facebook Ads
2273,2025-09-05,Canada,Organic
2274,2025-03-02,Canada,Facebook Ads
2275,2025-08-03,Canada,Google Ads
2276,2026-01-18,USA,Referral
2277,2025-09-04,USA,Google Ads
2278,2025-05-30,Canada,Referral
2279,2025-03-08,USA,Referral
2280,2025-03-19,Canada,Organic
2281,2026-01-24,India,Organic
2282,2025-07-09,Canada,Organic
2283,2025-07-08,UK,Referral
2284,2025-11-08,Canada,Google Ads
2285,2025-12-07,USA,Referral
2286,2025-05-09,USA,Referral
2287,2025-08-21,Canada,Google Ads
2288,2025-08-21,USA,Organic
2289,2025-05-30,India,Facebook Ads
2290,2025-08-12,USA,Facebook Ads
2291,2025-05-07,India,Organic
2292,2025-06-10,India,Organic
2293,2025-02-27,Canada,Referral
2294,2025-03-10,UK,Referral
2295,2025-05-04,USA,Facebook Ads
2296,2025-06-30,Canada,Organic
2297,2025-10-27,UK,Referral
2298,2026-01-03,UK,Organic
2299,2025-05-24,UK,Organic
2300,2026-01-15,USA,Facebook Ads
2301,2025-07-13,Canada,Organic
2302,2025-05-15,USA,Facebook Ads
2303,2025-10-08,India,Google Ads
2304,2025-07-19,UK,Google Ads
2305,2025-06-25,India,Facebook Ads
2306,2025-03-20,USA,Facebook Ads
2307,2025-08-31,UK,Facebook Ads
2308,2025-06-19,Canada,Facebook Ads
2309,2025-08-12,India,Organic
2310,2025-08-31,USA,Facebook Ads
2311,2025-10-23,USA,Organic
